,text,level
21817,,3
21818,العصامي,5
21819,الشخص الذي شرف بنفسه,4
21820,الشخص الذي تميز بنفسه,3
21821,لا تنتظر مني أيها القارئ أن أعرض عليك هنا شخصية من الشخصيات البارزة التي ساعدها الحظ فارتفعت إلى الذرى في ميادين المال والأعمال,4
21822,لا تنتظر مني أيها القارئ أن أعرض عليك هنا شخصية من الشخصيات البارزة التي ساعدها الحظ فارتفعت إلى القمم في ميادين المال والأعمال,3
21823,وأقول لك أيها القارئ لا تنتظر مني ذلك لأني أعرف أنك تعودت أن ترى مجتمعك لا يصف بالعصامية إلا هذا الصنف من الرجال,5
21824,وأقول لك أيها القارئ لا تنتظر مني ذلك لأني أعرف أنك تعودت أن ترى مجتمعك لا يصف ببناء النفس إلا هذا الصنف من الرجال,3
21825,فكل فقير أثرى,4
21826,فكل فقير غني,3
21827,وكل وضيع ارتفع ( ولو نزلت عليهما الثروة والجاه من السماء دون كد أو جد ) هما عصاميان عندنا يستحقان منا كل التبجيل والاحترام,5
21828,وكل وضيع ارتفع ( ولو نزلت عليهما الثروة والجاه من السماء دون اجتهاد أو جد ) هما بانيان لنفسيهما عندنا يستحقان منا كل التبجيل والاحترام,4
21829,وكل دنيء ارتفع ( ولو نزلت عليهما الثروة والجاه من السماء بلا اجتهاد أو جد ) هما بانيان لنفسيهما عندنا يستحقان منا كل الإجلال والاحترام,3
21830,وانحرفت هذه الكلمة عن مدلولها حتى كادت تختص بهذه الطائفة الخاصة من الشخصيات المرتجلة,5
21831,وانحرفت هذه الكلمة عن معناها حتى كادت تختص بهذه الطائفة الخاصة من الشخصيات المصنوعة,4
21832,وانحرفت هذه الكلمة عن معناها حتى أوشكت أن ترتبط بهذه الجماعة الخاصة من الشخصيات المصنوعة,3
21833,مع أن العصامية أعم وأشمل,5
21834,مع أن بناء النفس أعم وأشمل,4
21835,مع أن بناء النفس أوسع وأشمل,3
21836,وهي الإرادة الحديدية والعزم القوي والاعتماد على النفس,4
21837,وهي الإرادة الحديدية والعزيمة القوية والاعتماد على النفس,3
21838,وعدم الاستسلام للإخفاق وما يجره من يأس,4
21839,وترك الاستسلام للفشل وما يجره من يأس,3
21840,والمثابرة على العمل إلى بلوغ النجاح الذي ينشده,5
21841,والمثابرة على العمل إلى بلوغ النجاح الذي يريده,4
21842,والمواظبة على العمل إلى الوصول للنجاح الذي يريده,3
21843,والمثل الأعلى الذي يأمله,3
21844,مهما كان نوع هذا العمل ومهما كان كنه هذا النجاح,5
21845,مهما كان نوع هذا العمل ومهما كانت حقيقة هذا النجاح,3
21846,إن عصامينا هذا لم يصل إلى الثروة,3
21847,ولم يصل إلى الزعامة,3
21848,وإنما توصل إلى ما اعتقده مثلا أعلى,4
21849,ولكن توصل إلى ما اعتقده مثلا أعلى,3
21850,وتوصل إلى ما أراده وتمناه باذلا جهودا جبارة وعزيمة فولاذية لا تقلان عن عزيمة وجهود أي من عظماء العالم,4
21851,وتوصل إلى ما أراده وتمناه مقدما مجهودات جبارة وعزيمة حديدية لا تقلان عن عزيمة ومجهودات أي من عظماء العالم,3
21852,كان صاحبنا واسمه عبد الباقي,3
21853,عاملا فلاحيا بسيطا يستأجره أصحاب الحقول والبساتين لخدمة الأشجار,3
21854,ولا يكاد يعرف البطالة طيلة السنة وذلك لما عرف به من النصح في العمل,4
21855,ولا هو يعرف قلة العمل طيلة السنة وذلك لما عرف به من النصح في العمل,3
21856,ولما منحه الله من قوة البنية وصحة الجسم والعقل,4
21857,ولما وهبه الله من قوة الهيكل وصحة الجسم والعقل,3
21858,التحق عبد الباقي في صباه بمكتب قرآني تعلم فيه الكتابة والقراءة,4
21859,دخل عبد الباقي في صباه مكتبا قرآنيا تعلم فيه الكتابة والقراءة,3
21860,وحفظ أجزاء قليلة من القرآن,3
21861,ولم يستطع مواصلة التعليم,3
21862,لأن والده انتقل إلى رحمة الله,3
21863,واضطرته لوازم العيش إلى احتراف العمل في الحقول والمزارع مقابل أجر يومي زهيد,5
21864,واضطرته مطالب العيش إلى احتراف العمل في الحقول والبساتين مقابل أجر يومي زهيد,4
21865,واضطرته مطالب العيش إلى احتراف العمل في الحقول والبساتين مقابل أجر يومي قليل,3
21866,ولكن الرجل خلق عصاميا له مثل أعلى في الحياة يريد أن يصل إليه وله رغبات نفسانية شريفة يود تحقيقها مهما كلفه من الجهد غير مبال بالعوائق الكثيرة التي تعترض طريقه,5
21867,ولكن الرجل خلق بانيا لنفسه له مثل أعلى في الحياة يريد أن يصل إليه وله رغبات نفسانية شريفة يود تحقيقها مهما كلفه من الجهد غير مبال بالعوائق الكثيرة التي تعترض طريقه,4
21868,ولكن الرجل خلق بانيا لنفسه له مثل أعلى في الحياة يريد أن يصل إليه وله رغبات نفس شريفة يريد تحقيقها مهما تكلف من المجهود غير مهتم بالمشكلات الكثيرة التي تعترض طريقه,3
21869,كان لعبد الباقي — أو للشيخ عبد الباقي كما يسميه مواطنوه — فكرة تخامر ذهنه منذ الصغر وهي أن يتزعم حركة التربية والتعليم القرآني في بلدته,5
21870,كان لعبد الباقي — أو للشيخ عبد الباقي كما يسميه مواطنوه — فكرة تداخل ذهنه منذ الصغر وهي أن يتزعم حركة التربية والتعليم القرآني في بلدته,4
21871,كان لعبد الباقي — أو للشيخ عبد الباقي كما يسميه مواطنوه — فكرة تدور بذهنه منذ الصغر وهي أن يتزعم حركة التربية والتعليم القرآني في بلدته,3
21872,وشيخ الكتاب في بلدته هو كل شيء,3
21873,يحترمه السكان ويبجلونه ويلجئون إليه لحل مشاكلهم,4
21874,يحترمه السكان ويعظمونه ويرجعون إليه لحل مشاكلهم,3
21875,يعيش في شرف وعز تقف دونهما سلطة القضاء والحكم خاضعة ذليلة,5
21876,يعيش في شرف ورفعة تقف دونهما سلطة القضاء والحكم خاضعة ذليلة,4
21877,يعيش في شرف ومكانة تقف أمامهما سلطة القضاة والحكم مستسلمة ذليلة,3
21878,استولت على أفكاره هذه الرغبة فعمل على تنفيذها,3
21879,ولم يقف الفقر ولا حاجته إلى العمل حجر عثرة في طريقه,5
21880,ولم يقف الفقر ولا حاجته إلى العمل حاجزا في طريقه,3
21881,فاشترى مصحفا واشترى لوحا خشبيا وقلما ودواة وانكب على حفظ القرآن مع مواصلته العمل,5
21882,فاشترى مصحفا واشترى لوحا خشبيا وقلما ووعاء حبر وركز على حفظ القرآن مع مواصلته العمل,3
21883,فيعمل شطرا من الليل في إعداد لوحه وكتابته حتى إذا ما أصبح الصباح حمله معه وانكب على حفظه,5
21884,فيعمل شطرا من الليل في إعداد لوحه وكتابته حتى إذا ما أصبح الصباح حمله معه وركز على حفظه,3
21885,وكان يشاهد وهو مرتق أعلى الأشجار أو عاملا في الحقول ولوحه مربوط إلى حزامه يلجأ إليه كلما ألزمه الأمر إلى مراجعته,4
21886,وكان يشاهد وهو صاعد أعلى الأشجار أو عاملا في الحقول ولوحه مربوط إلى حزامه يرجع إليه كلما ألزمه الأمر إلى مراجعته,3
21887,قضى سنين وهو على هذه الحالة,3
21888,إلى أن شاع أمره فأعجب به قوم وهزئ به آخرون,4
21889,إلى أن انتشر أمره فأعجب به قوم وهزئ به آخرون,3
21890,ولكن الرجل لم يعنه إعجاب المعجبين ولا سخرية الساخرين,4
21891,ولكن الرجل لم يعنه إعجاب المعجبين ولا استهزاء الساخرين,3
21892,بل استمر قدما يتابع سبيله ويواصل العمل بالعمل والليل بالنهار إلى أن حفظ القرآن حفظا متقنا وصلى به صلاة التراويح,4
21893,بل استمر للأمام يتابع سبيله ويواصل العمل بالعمل والليل بالنهار إلى أن حفظ القرآن حفظا متقنا وصلى به صلاة التراويح,3
21894,ثم احتل حجرة في المسجد وفتح كتابا قرآنيا وأخذ يعلم القرآن,3
21895,يعلمه بشدة وقوة محاولا دائما ابتكار طرق جديدة لتعليمه,3
21896,وأخذ يعلم الصبيان في النهار والكبار في الليل,3
21897,ولم يعهدوا في قريته تعليم الكبار فضرب لهم مثلا بنفسه,4
21898,ولم يعتادوا في قريته تعليم الكبار فضرب لهم مثلا بنفسه,3
21899,مثلا حيا ناطقا,3
21900,فكثر الإقبال عليه وتوصل إلى أن تزعم حركة التعليم في القرية لا ينازعه فيها منازع,5
21901,فكثر الإقبال عليه وتوصل إلى أن تزعم حركة التعليم في القرية لا ينازعه فيها منافس,4
21902,فكثر المجيء إليه وتوصل إلى أن تزعم حركة التعليم في القرية لا ينافسه فيها منافس,3
21903,ارتاح الشيخ بعض الشيء إلى ذلك,3
21904,ولكن التقدم العلمي جرف القرية,3
21905,فقد نزل بها شبان أتوا يحملون فنا جديدا تعلموه في جامع الزيتونة بتونس,3
21906,اسمه النحو,3
21907,واحتل بعضهم سواري المسجد,5
21908,واحتل بعضهم أعمدة المسجد,3
21909,وتصدوا لإلقاء دروس فيه,3
21910,وتعليم مباديه لمن يرغب في ذلك,4
21911,وتعليم أسسه لمن يرغب في ذلك,3
21912,تحدث الناس بهم ولهجوا بذكر فنهم الجديد,5
21913,تحدث الناس بهم وداوموا على ذكر فنهم الجديد,3
21914,وقالوا إن الشيخ عبد الباقي لا يحسن النحو,3
21915,علم الشيخ بذلك وغاضه أن تنتزع منه الزعامة العلمية,5
21916,علم الشيخ بذلك وأهانه أن تنتزع منه الزعامة العلمية,4
21917,علم الشيخ بذلك وأهانه أن تؤخذ منه الزعامة العلمية,3
21918,ينتزعها منه شبان في سن الأطفال الذين يتولى تعليمهم,4
21919,يأخذها منه شبان في سن الأطفال الذين يتولى تعليمهم,3
21920,وصرح في مجمع كبير أنه يحسن النحو وهو يتحدى خصومه لتدريسه دون الالتجاء إلى كتاب ما,5
21921,وصرح في جمع كبير أنه يحسن النحو وهو يتحدى خصومه لتدريسه دون الالتجاء إلى كتاب معين,4
21922,وأعلن في جمع كبير أنه يحسن النحو وهو يتحدى منافسيه لتدريسه من غير الرجوع إلى كتاب معين,3
21923,وضرب لهم موعدا لذلك,3
21924,وبادر بالتحصيل على نسخة من شرح الشيخ خالد على الآجرومية,4
21925,وأسرع بالحصول على نسخة من شرح الشيخ خالد على الآجرومية,3
21926,لأن الآجرومية متنا وشرحا هي البضاعة الوحيدة لخصومه,5
21927,لأن الآجرومية نصا وشرحا هي البضاعة الوحيدة لخصومه,4
21928,لأن الآجرومية نصا وشرحا هي البضاعة الوحيدة لمنافسيه,3
21929,وانكب على الشيخ خالد يحفظ ما فيه من متن وشرح غير عابئ بفهم عباراته ومعانيه,5
21930,وركز على الشيخ خالد يحفظ ما فيه من نص وشرح غير عابئ بفهم عباراته ومعانيه,4
21931,وركز على الشيخ خالد يحفظ ما فيه من نص وشرح غير مهتم بفهم عباراته ومعانيه,3
21932,وحل الموعد ونزل الشيخ إلى المسجد الذي ضم جمعا غفيرا من المعجبين والفضوليين,5
21933,وحل الموعد ونزل الشيخ إلى المسجد الذي ضم جمعا كبيرا من المعجبين والفضوليين,4
21934,وحل الموعد ونزل الشيخ إلى المسجد الذي شمل جمعا كبيرا من المعجبين والفضوليين,3
21935,وألقى الشيخ درسه بصوت جهوري دوى له المسجد,4
21936,وألقى الشيخ درسه بصوت واضح اهتز له المسجد,3
21937,فكان يسرد الفقرات من المتن ثم يتبعها بما يليه من الشرح,5
21938,فكان يسرد الفقرات من النص ثم يتبعها بما يتبعه من الشرح,4
21939,فكان يسرد الفقرات من النص ثم يكمل بما يتبعه من الشرح,3
21940,كل ذلك دون الالتجاء إلى كتاب,4
21941,كل ذلك من غير الرجوع إلى كتاب,3
21942,ونجح في الاختبار واستولى من جديد على زمام الزعامة العلمية,4
21943,ونجح في الاختبار واستولى من جديد على رباط الزعامة العلمية,3
21944,وكان هذا الحادث فاتحا جديدا له ففتح له أبوابا كانت موصودة دونه وعرف أن حفظ القرآن ليس هو كل العلم بل هناك علوم وفنون أخرى عليه أن يخوض غمارها,5
21945,وكان هذا الحادث فاتحا جديدا له ففتح له أبوابا كانت مغلقة دونه وعرف أن حفظ القرآن ليس هو كل العلم بل هناك علوم وفنون أخرى عليه أن يتعمق فيها,4
21946,وكان هذا الحادث فاتحا جديدا له ففتح له أبوابا كانت مغلقة أمامه وعرف أن حفظ القرآن ليس هو كل العلم بل هناك علوم وفنون أخرى عليه أن يتعلمها,3
21947,ولم ينتظر طويلا,3
21948,فبادر لحينه بدراسة النحو دراسة متقنة,4
21949,فبدأ لحينه بدراسة النحو دراسة متقنة,3
21950,ثم انكب على الفقه المالكي فحفظ خليلا وطالع مرارا شراحه وحواشيه,5
21951,ثم ركز على الفقه المالكي فحفظ خليلا وطالع مرارا شروحه وحواشيه,4
21952,ثم ركز على الفقه المالكي فحفظ خليلا وطالع كثيرا شروحه وتعليقاته,3
21953,كما درس التجويد والقرآن والفرائض ومعلومات عديدة,4
21954,كما درس التجويد والقرآن والفرائض وعلوم عديدة,3
21955,واستعان على ذلك بشيخ ضرير لا يدري أهل القرية من أين أتى به,5
21956,واستعان على ذلك بشيخ كفيف لا يدري أهل القرية من أين أتى به,3
21957,أنزله عنده وخدمه وقام بجميع لوازمه,5
21958,أنزله عنده وخدمه وقام بجميع طلباته,3
21959,كل ذلك ولم يتخل يوما عن عمله في الكتاب أو يختل يوما برنامجه واتسعت دائرة عمله حيث لم يكتف بتعليم القرآن,4
21960,كل ذلك ولم يتخل يوما عن عمله في الكتاب أو يفسد يوما برنامجه واتسعت دائرة عمله حيث لم يكفيه تعليم القرآن,3
21961,بل أخذ يعلم مبادئ شتى العلوم والفنون التي تعلمها,4
21962,بل أخذ يعلم أسس مختلف العلوم والفنون التي تعلمها,3
21963,وللرجل قدرة غريبة على هظم ما يتعلم وقدرة أغرب على ابتكار طرق جديدة مبسطة لتعليمه,5
21964,وللرجل قدرة غريبة على هضم ما يتعلم وقدرة أغرب على ابتكار طرق جديدة مبسطة لتعليمه,4
21965,وللرجل قدرة غريبة على هضم ما يتعلم وقدرة أغرب على ابتكار طرق جديدة ميسرة لتعليمه,3
21966,كان الشيخ عبد الباقي لا يقبل التحدي ولا يرضخ لهزيمة مهما كانت قوة التحدي وعظم الهزيمة,4
21967,كان الشيخ عبد الباقي لا يقبل التحدي ولا يخضع لهزيمة مهما كانت قوة التحدي وكبر الهزيمة,3
21968,وله في ذلك نوادر عديدة,4
21969,وله في ذلك حكايات عديدة,3
21970,منها أن كبار تلاميذه في مكتبه القرآني يحلو لهم في بعض الأحيان أن يتخلفوا عن الكتاب لقضاء يومهم في لهو ولعب,4
21971,منها أن كبار تلاميذه في مكتبه القرآني يحبون في بعض الأحيان أن يغيبوا عن الكتاب لتمضية يومهم في لهو ولعب,3
21972,ولكن الشيخ كان دائما يحرمهم من متعهم حيث يأتي بهم ولو كانوا في أقصى الحقول والبساتين,3
21973,وهو يعرفها معرفة جيدة وقد قضى عز شبابه عاملا بها,5
21974,وهو يعرفها معرفة جيدة وقد قضى ريعان شبابه عاملا بها,4
21975,وهو يعرفها معرفة جيدة وقد قضى أول شبابه عاملا بها,3
21976,فدبروا هذه المرة خطة محكمة,4
21977,فدبروا هذه المرة خطة مضبوطة,3
21978,وهي السفر إلى قرية مجاورة في الحافلة الوحيدة التي تقوم بنقل الركاب صباحا لتعود في المساء مارة بتلك القرية التي تبعد عن قريتهم بخمسة عشر ميلا,4
21979,وهي السفر إلى قرية مجاورة في الحافلة الوحيدة التي تقوم بنقل الركاب صباحا لتعود في المساء مارة بتلك القرية التي تبتعد عن قريتهم بخمسة عشر مقياسا,3
21980,وبهذا فقط يأمنون تدخل الشيخ في إفساد راحتهم المغتصبة,3
21981,نفذ التلاميذ خطتهم وحان موعد القراءة,4
21982,أجرى التلاميذ خطتهم وحان موعد القراءة,3
21983,وتبين الشيخ غياب التلاميذ,3
21984,وبعد البحث والاستقصاء استجلى الخبر,5
21985,وبعد البحث والاستقصاء ظهر الخبر,4
21986,وبعد البحث والسؤال ظهر الخبر,3
21987,وعرف التفاصيل,3
21988,وتهامس الحاضرون من التلاميذ باستسلام الشيخ للأمر الواقع,3
21989,وقالوا إنه لا يجد حلا للقضية إلا أن ينتظر الغد لعقابهم,3
21990,وذهبوا يتخيلون العقاب ويبتسمون ابتسامات خبيثة فهم الشيخ معناها,3
21991,ولكن هذا الرجل الذي لا يقبل التحدي فاجأهم بما لم يتوقعوه فقام لحينه بتكليف أكبر التلاميذ بمراقبة الكتاب وتوجه إلى القرية المجاورة ماشيا على الأقدام وعاد بالتلاميذ في حالة يرثى لها من التعب والخذلان,5
21992,ولكن هذا الرجل الذي لا يقبل التحدي فاجأهم بما لم يتوقعوه فقام لحينه بتكليف أكبر التلاميذ بمراقبة الكتاب وتوجه إلى القرية المجاورة ماشيا على الأقدام وعاد بالتلاميذ في حالة محزنة من التعب والخذلان,4
21993,ولكن هذا الرجل الذي لا يقبل التحدي فاجأهم بما لم يتوقعوه فقام لحينه بتكليف أكبر التلاميذ بمراقبة الكتاب وتوجه إلى القرية المجاورة ماشيا على الأقدام وعاد بالتلاميذ في حالة محزنة من التعب والخسارة,3
21995,كان الشيخ عبد الباقي يقول إنه الوحيد الذي كسب من التعليم,3
21996,وفعلا فقد تمكن من شراء بساتين ودار لسكناه وتزوج وأنجب أطفالا,5
21997,وفعلا فقد تمكن من شراء بساتين ودار لسكنه وتزوج وأنجب أطفالا,3
21998,ولكنه رغم كل ذلك لم ينقطع عن الأعمال اليدوية,4
21999,ولكنه رغم كل ذلك لم ينقطع عن أعمال اليد,3
22000,فلا زال يباشر خدمة بستانه بيده دون الالتجاء إلى مساعدة أحد,4
22001,فلا زال يراعي خدمة بستانه بيده من غير الرجوع إلى مساعدة أحد,3
22002,والرجل يتمتع بقوة ويتمتع بصحة,3
22003,وكان ذات يوم يقوم ببناء جدار في بستانه بمساعدة بعض المحظوظين من تلاميذه,4
22004,وكان في يوم يقوم ببناء جدار في بستانه بمساعدة بعض أصحاب الحظ من تلاميذه,3
22005,لأن المحظوظ هو الذي يختاره الشيخ لمساعدته في أعماله,4
22006,لأن صاحب الحظ هو الذي يختاره الشيخ لمساعدته في أعماله,3
22007,وما كاد يحل المساء حتى ارتفع الجدار,4
22008,وما أن يحل المساء حتى ارتفع الجدار,3
22009,وكان الشيخ لا يحسن البناء ولهذا لم يلبث هذا الجدار حتى انهار,4
22010,وكان الشيخ لا يحسن البناء ولهذا لم ينتظر هذا الجدار حتى انهار,3
22011,لكن الشيخ الجبار عارضه بصدره العريض وساعديه المفتولين يحاول إمساكه,5
22012,لكن الشيخ الجبار عارضه بصدره العريض وساعديه القويين يحاول إمساكه,4
22013,لكن الشيخ الجبار اعترضه بصدره العريض وساعديه القويين يحاول مسكه,3
22014,وغاضه أن ينهار عمله بين يديه,5
22015,وضايقه أن ينهار عمله بين يديه,3
22016,ولكن قوة البناء تغلبت على قوته,3
22017,وانقض الجدار فوقه فألزمه الفراش أياما وكانت آلام الهزيمة في نفسه أقوى من آلامه الجسمانية ورضوضه الجسدية,5
22018,وانقض الجدار فوقه فألزمه الفراش أياما وكانت آلام الهزيمة في نفسه أقوى من آلامه الجسمانية وكدماته الجسدية,4
22019,وانقض الجدار فوقه فألزمه الفراش أياما وكانت آلام الهزيمة في نفسه أقوى من آلام جسمه وكدماته الجسدية,3
22020,ولهذا ما كاد يتماثل إلى الشفاء حتى كلف مساعده بالكتاب القرآني,4
22021,ولهذا فور أن تعافى بالشفاء أناب مساعده بالكتاب القرآني,3
22022,وانقطع لتعلم البناء حتى حذقه وأتقن فنونه وقام بعدة مقاولات تخص بعض البنايات في القرية وخارجها إلى أن قهر البناء وانتقم من الجدار الذي ألزمه الفراش أياما ثم عاد إلى أعماله العلمية وابتسامة النصر تعلو شفتيه,5
22023,وانقطع لتعلم البناء حتى تعلمه وأتقن فنونه وقام بعدة أعمال تخص بعض البنايات في القرية وخارجها إلى أن قهر البناء وانتقم من الجدار الذي ألزمه الفراش أياما ثم عاد إلى أعماله العلمية وابتسامة النصر تعلو شفتيه,4
22024,وانقطع لتعلم البناء حتى تعلمه وأتقن فنونه وقام بأعمال عديدة ترتبط ببعض البنايات في القرية وخارجها إلى أن هزم البناء وانتقم من الجدار الذي ألزمه الفراش أياما ثم عاد إلى أعماله العلمية وابتسامة الانتصار تعلو شفتيه,3
22026,تخرج على يد الشيخ عدد وافر نجحوا كلهم في مختلف ميادين الحياة واستفادوا من عزيمته الحديدية وإرادته الفولاذية أكثر من استفادتهم من معلوماته,4
22027,تخرج على يد الشيخ عدد كبير نجحوا كلهم في مختلف ميادين الحياة واستفادوا من عزيمته الحديدية وإرادته القوية أكثر من استفادتهم من معارفه,3
22028,وكانوا جميعا يحبونه ويحترمونه ويخضعون له,3
22029,كما كانوا في عهدة التلمذة والطفولة,5
22030,كما كانوا في عهدة الدراسة والطفولة,4
22031,كما كانوا في زمن الدراسة والطفولة,3
22032,فلم يتغير شيخهم في نظرهم,3
22033,ولم يتغيروا هم كذلك في نظره رغم المناصب المختلفة التي أحرزوا عليها,3
22034,كان الشيخ عبد الباقي يتمتع بنفسية عالية جدا,4
22035,كان الشيخ عبد الباقي يتمتع بنفس عالية جدا,3
22036,اشتهر بها وتحدث بها العام والخاص,3
22037,فهو لا يحط همته لأحد,4
22038,فهو لا يحط عزيمته لأحد,3
22039,ولا يلتجئ إلى كائن من كان في قضاء حاجة أو طلب شيء مهما كانت حاجته شديدة إلى ذلك,4
22040,ولا يقصد كائنا من كان في تنفيذ حاجة أو طلب شيء مهما كانت حاجته شديدة إلى ذلك,3
22041,فكل شيء لا يستطيع التوصل إليه بنفسه,4
22042,فكل شيء لا يستطيع الوصول إليه بنفسه,3
22043,وكل قضية تستدعي الوساطة ( ولو وساطة أقرب الناس إليه ) يلغيها ويحكم بعدم لزومها ويعدها من الكماليات التي لا لزوم لها ويحذفها من برنامج حياته مهما كانت ضرورية وحاجته إليها ماسة,4
22044,وكل قضية تستدعي التوسط ( ولو توسط أقرب الناس إليه ) يلغيها ويحكم بنفي لزومها ويعدها من الرفاهيات التي لا لزوم لها ويحذفها من برنامج حياته مهما كانت ضرورية وحاجته إليها مهمة,3
22045,وعاش بذلك عزيزا مكرما شامخا بأنفه إلى السماء,3
22046,ولا أدري بماذا كان يفكر حينما أدركه الموت,3
22047,وكيف قابل تحدي عزرائيل,3
22048,ولكن الذين شاهدوه في لحظاته الأخيرة,3
22049,قالوا إنه قبل التحدي بابتسامة تدل على الرضا والاطمئنان,3
22050,ولسان حاله يقول الآن أخضع وأنحني باحترام فقد لاقيت حقا من يقهرني,4
22051,ولسان حاله يقول حاليا أخضع وأنحني باحترام فقد لاقيت حقا من يغلبني,3
22052,,3
22053,العم نتيش,3
22054,عرفت العم نتيش وكنت حينذاك أتمتع بريعان الشباب,4
22055,عرفت العم نتيش وكنت حينها أتمتع بزهرة الشباب,3
22056,احتل مكاني بين زمرة من شباب القرية,4
22057,احتل مكاني بين مجموعة من شباب القرية,3
22058,حيث كنا نقضي أيام عطلتنا المدرسية في اللهو واللعب والعبث البريء,4
22059,حيث كنا نقضي أيام عطلتنا المدرسية في اللهو واللعب والمزح البريء,3
22060,وكان العم نتيش الذي لا يتخلف عن مجالسنا قد تخطى عتبة الشباب بأعوام وأخذ ينحدر مع السنين في منعرجات عقده الخامس,5
22061,وكان العم نتيش الذي لا يتخلف عن مجالسنا قد تخطى عتبة الشباب بأعوام وأخذ ينحدر مع السنين في منحنيات عقده الخامس,4
22062,وكان العم نتيش الذي لا يغيب عن جلساتنا قد تخطى عتبة الشباب بأعوام وأخذ ينحدر مع السنين في منحنيات عقده الخامس,3
22063,ولكنه كان فتي التفكير كثير المرح,4
22064,ولكنه كان شاب التفكير كثير المرح,3
22065,لا يعبأ بمسئوليات الحياة وتكاليفها الثقيلة,4
22066,لا يهتم بمسئوليات الحياة وتكاليفها الثقيلة,3
22067,يقضي يومه ولا يفكر في غده,3
22068,رغم أنه كان متزوجا وله أطفال يطلبون منه التفكير في حاضرهم ومستقبلهم,3
22069,كان نتيش رجلا بدويا,3
22070,نشأ بالبادية وتربى بها,3
22071,يكره المدن ويمقت تكاليفها المعقدة,4
22072,يكره المدن ويبغض تكاليفها المعقدة,3
22073,بل يكره كل شيء معقد في الحياة,3
22074,يهوى العيش البسيط ويقنع منه بأتفه الزاد,4
22075,يعشق العيش البسيط ويرضى منه بأتفه الرزق,3
22076,يميل إلى المرح واللهو ويتبرم من الجد والعمل,5
22077,يميل إلى المرح واللهو ويمل من الجد والعمل,3
22078,فقد كان كسولا موهوبا,3
22079,كان نتيش يعيش في أكناف عمه الذي استوطن الحاضرة منذ عهد طويل,5
22080,كان نتيش يعيش في أكناف عمه الذي استوطن المدينة منذ عهد طويل,4
22081,كان نتيش يعيش في ظل عمه الذي سكن المدينة منذ زمن طويل,3
22082,وكون ثروة متوسطة من عقار ومزارع,5
22083,وكون ثروة متوسطة من عقار وحقول,4
22084,وكون ثروة متوسطة من مبنى وحقول,3
22085,حاول عبثا استغلال نتيش والاستعانة به في إدارة مزارعه وسير أعماله,5
22086,حاول عبثا استغلال نتيش والاستعانة به في إدارة حقوله وسير أعماله,4
22087,حاول سدى الاستفادة من نتيش والاستعانة به في إدارة حقوله وسير أعماله,3
22088,مقابل ما يقوم به من تكاليف عيشه وعيش عائلته,3
22089,فكان يعيش معه في مشاكل ومعارك لا تعرف الانتهاء,3
22090,فبقدر ما كان عمه ذا حزم وعزم ونشاط يستوجبه ثراؤه وأعمال مزارعه,5
22091,فبقدر ما كان عمه ذا حزم وعزم ونشاط يستوجبه ثراؤه وأعمال حقوله,4
22092,فبقدر ما كان عمه صاحب جدية وعزيمة ونشاط يستلزمه ثراؤه وأعمال حقوله,3
22093,بقدر ما كان نتيش كسولا برما بكل عمل جدي مثمر,5
22094,بقدر ما كان نتيش كسولا ملولا بكل عمل جدي مثمر,4
22095,بقدر ما كان نتيش كسولا يمل من كل عمل جدي مثمر,3
22096,يحلو له أن يقضي يومه في المقهى في لعب الورق و الدومنة في جو من المرح والمزاح,4
22097,يعجبه أن يقضي يومه في المقهى في لعب الورق و الدومنة في جو من المرح والمزح,3
22099,كان نتيش يحتل مكانته الفتية رغم تقدم سنه,4
22100,كان نتيش يحتل مكانته الشابة رغم تقدم سنه,3
22101,وكنا نحبه ونستأنس به للطفه وظرفه,4
22102,وكنا نحبه ونسعد به للطفه وظرفه,3
22103,وكنا نشجعه على التمرد على عمه,4
22104,وكنا نشجعه على عصيان عمه,3
22105,ونحثه على عدم القيام بأي عمل يكلفه به,4
22106,ونحثه على ألا يقوم بأي عمل يطلبه منه,3
22107,وكم كان يسره ذلك منا,3
22108,ولهذا كان يلجأ إلينا كلما كلفه عمه بإنجاز عمل,4
22109,ولهذا كان يرجع إلينا كلما أنابه عمه بإنجاز عمل,3
22110,وسريعا ما نجد له حلا لمشكله ( حلا يرضيه طبعا ),4
22111,وسريعا ما نجد له حلا لمشكلته ( حلا يرضيه طبعا ),3
22112,ونجد له عذرا يتقدم به لعمه,3
22113,وينتهي كل شيء في رمشة عين,3
22114,وننتقل فورا إلى المزاح واللعب,4
22115,وننتقل فورا إلى المزح واللعب,3
22116,ويذهب يقص علينا مغامراته الكثيرة مع عمه,3
22117,يقصها علينا بأسلوبه الساذج ولهجته البدوية,4
22118,يقصها علينا بأسلوبه البسيط ولغته البدوية,3
22119,فكنا نضحك لها ونطرب ونشجعه على الاستمرار في مناوءة عمه والتمرد على أوامره,5
22120,فكنا نضحك لها ونطرب ونشجعه على الاستمرار في معاداة عمه والتمرد على أوامره,4
22121,فكنا نضحك لها ونسعد ونشجعه على الاستمرار في معاداة عمه وعصيان أوامره,3
22122,إنه الشباب سامحه الله وغفر ذنبه,3
22124,وذات صباح بينما كنا جالسين في مقهانا المعتاد نتجاذب أطراف الأحاديث والنكات,4
22125,وفي صباح بينما كنا جالسين في مقهانا المعتاد نتبادل جوانب الأحاديث والنكات,3
